ReceiptID,Victim_ID,NID,Account_Holder,Account_Number,MFS_Linked,Mobile,Amount_BDT,Amount_ETH,TxHash,Timestamp,ReceiptHash
FRD-2026-0001,1,NID00091,Babul Khatun,ACC00091,bKash-00091,8801517136029,92.58,0.0009257775450769,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x8f0f6a52ba5142dee3c5a0e2e394595572a30b3bf6891e244981f1927d5519c6
FRD-2026-0002,2,NID00088,Amina Chowdhury,ACC00088,bKash-00088,8801639933823,64.23,0.0006423434831409,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x0777dae9b11e9492a11057a9bb9030f6df59c0d874efcf397f5117d4e941e65a
FRD-2026-0003,3,NID00079,Sumon Sultana,ACC00079,bKash-00079,8801781275364,81.79,0.0008179173685328,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x7e6641669722706c41ab129a7aece999282c65d959fbffb8c6fc3791fbd4ae2f
FRD-2026-0004,4,NID00068,Shafiq Hossain,ACC00068,bKash-00068,8801552801198,66.17,0.0006617476091942,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x767c071812dc152f7f5c1bb41f60048ece5aa66e4b33ec716d0cefe0869df98c
FRD-2026-0005,5,NID00007,Halima Khan,ACC00007,bKash-00007,8801713741196,84.74,0.0008473581115101,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x64b19778d2f3e5fa99cb5963b97511a83e02b2c930bda88d31c63de3981b0592
FRD-2026-0006,6,NID00048,Parvin Chowdhury,ACC00048,bKash-00048,8801985524262,66.67,0.0006666990068767,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xd41789a95afaf37530f62cedf79290a7e4355c4a9fec602e989f96ee69258f4c
FRD-2026-0007,7,NID00031,Anwar Akter,ACC00031,bKash-00031,8801840773482,60.43,0.0006043381603884,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x196f8a509dcea21cc068a324c720b405d0cf04e977dd46f767852c502e0ee229
FRD-2026-0008,8,NID00058,Habib Ali,ACC00058,bKash-00058,8801330812709,97.33,0.0009732841985175,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xb6eafba8ec3a9a0fa32ae7ac88813c52189845131a516ccb1f4695d8d7c867a0
FRD-2026-0009,9,NID00035,Babul Islam,ACC00035,bKash-00035,8801995218477,63.59,0.0006359200483095,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xf8d47486939a70b4fa5fc394ae49bf5c2c358d887edba6c2899a9fd8102f616d
FRD-2026-0010,10,NID00094,Roksana Chowdhury,ACC00094,bKash-00094,8801359907857,61.04,0.0006103601305429,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x54a17bf9a2e2a6b00677b8d2b4575c6a6e97da9508ae089b0b76f1e4cb679b6b
FRD-2026-0011,11,NID00009,Karim Ahmed,ACC00009,bKash-00009,8801321720477,75.93,0.0007593035256962,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x67e426b26ba47dbb92189434e139a20e3524e956af75b0f661b49f71bcbb514f
FRD-2026-0012,12,NID00061,Babul Mia,ACC00061,bKash-00061,8801861152700,54.4,0.000543984637285,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x27471b8d022e568321c8a52ea15334ab4ba5c85326d5da00fb93ddcf876988ec
FRD-2026-0013,13,NID00086,Monira Uddin,ACC00086,bKash-00086,8801653109628,71.73,0.0007172835561741,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x4bc5038f8add256017d11df68b1c70311561d06cd33e505621b80755733333ec
FRD-2026-0014,14,NID00066,Abdul Mia,ACC00066,bKash-00066,8801643978002,98.4,0.0009839899232366,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x27ff8c4746a1883f92ac51e081151017ac0794725c2e381e44973349c5d910f5
FRD-2026-0015,15,NID00046,Rafiq Sarker,ACC00046,bKash-00046,8801765478034,73.29,0.0007329406785756,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xe64bdb5405c300412b898728d664bd8cb76d0a4c2429274ef1b4a1455f8d03c7
FRD-2026-0016,16,NID00008,Shafiq Islam,ACC00008,bKash-00008,8801393692386,55.84,0.0005584373656557,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x0ad65aa33324e30543c1e5706b1eb411c49261d59c21e16f8b1e3c4e8d03a3cd
FRD-2026-0017,17,NID00028,Amina Uddin,ACC00028,bKash-00028,8801988507230,58.21,0.0005821237815965,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x02402137e0fe53531f71542ae7f8adbd463dc3d54861c787994c2d9805c52a6d
FRD-2026-0018,18,NID00022,Sohel Chowdhury,ACC00022,bKash-00022,8801779426200,68.99,0.0006898501365816,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xe28aca867108bedff69069df92a631c95d170796a558a66bf0957da39c248060
FRD-2026-0019,19,NID00071,Halima Uddin,ACC00071,bKash-00071,8801949521538,104.03,0.0010403287995704,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xcb7828ae949b0c20b92442ec6d8d6b9c321c6df03bf9437d5e290d640377d105
FRD-2026-0020,20,NID00043,Anwar Ahmed,ACC00043,bKash-00043,8801787031056,63.77,0.0006376597285764,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x7d2eb5a26bac9b777e712b74250959ce5adaa5ed892a91776194d5104a22da1a
FRD-2026-0021,21,NID00019,Josna Hossain,ACC00019,bKash-00019,8801756977874,93.61,0.000936081805119,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x8bf1edde65f5ca5e02fbed73756945a898f0fb8901f655ccdaa216726e07a70c
FRD-2026-0022,22,NID00016,Abdul Sultana,ACC00016,bKash-00016,8801824573458,98.85,0.0009885398562421,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xca9e5327d5cf9fc7b6de7930abefa70ad7479c97ac5b4356677f55a6837b565e
FRD-2026-0023,23,NID00025,Salma Sultana,ACC00025,bKash-00025,8801854362902,87.68,0.0008767988544874,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xd2c49111aba1db434bd843420ac81cd5b79e44bfad2e002e9089362e389f2a3b
FRD-2026-0024,24,NID00059,Anwar Chowdhury,ACC00059,bKash-00059,8801899589817,79.16,0.0007915545214122,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xbbc7bc280c04141d7b340d3a9e5d1308f60fd8dbd7aae8b4366689bdb5db3a5a
FRD-2026-0025,25,NID00013,Tariq Parveen,ACC00013,bKash-00013,8801898146618,79.54,0.0007954353466229,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xc5a7f4ca77eaf3136f6535ba5e86be3049da126794240031e70d60e916d959fb
FRD-2026-0026,26,NID00042,Kulsum Akter,ACC00042,bKash-00042,8801833020885,89.3,0.0008929912631249,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xc0ca119aa10b88afed75cd5df8d925e5a503610515a87426bbcda9fe77601387
FRD-2026-0027,27,NID00093,Monira Mia,ACC00093,bKash-00093,8801846869124,91.07,0.0009106557089113,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xa5fd1bc42bd0bfe452ca91332fef9aef94a035cf896ad739d605cd04c41ded73
FRD-2026-0028,28,NID00060,Nurjahan Ahmed,ACC00060,bKash-00060,8801749301804,79.81,0.0007981117778026,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xb9cd49d56327aa6f01cab662c32e2f2b43b2ba55a3305903f99be422fc6a0f1f
FRD-2026-0029,29,NID00040,Sumon Chowdhury,ACC00040,bKash-00040,8801872182821,73.05,0.0007305318905138,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x5dea2b024b1b5c4a1e46663df089c9b44fa1c395d6cc7e8c0af2ccaa97357e1f
FRD-2026-0030,30,NID00044,Karim Begum,ACC00044,bKash-00044,8801324509187,106.25,0.0010625431783623,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0xf708f27098f6cadcbd2947096610f4d6c5ee675ddfb52680d7fdbd33d2b57c93
FRD-2026-0031,31,NID00020,Monira Khan,ACC00020,bKash-00020,8801539365614,85.98,0.000859803516496,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x0d8425d7c39c7b32414a9b08e6f8ebca51c6cf0215191698c825c466aa8b342c
FRD-2026-0032,32,NID00036,Fatema Akter,ACC00036,bKash-00036,8801826434343,92.94,0.0009293907271696,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x1f409b534f33e38c719531b69919b04c683a6f264577b7dfc2b92555dfe4dead
FRD-2026-0033,33,NID00063,Sohel Ali,ACC00063,bKash-00063,8801988998740,81.4,0.0008140365433222,cb34722f69573ef484c3208219dbce837c96012c4251252eab8dbe11c5f89db0,2026-05-23 13:05:46,0x14e8cb753d2f9997209bd605193df607ed1559d230ef9412868232c289efa981
